entity	part	model_id	spend	value	imps
3200066118	0	1	0.004940091	0	1
3200071184	0	2	2.782845016	2.357860764	1225
3200099984	0	2	116.5300291	0	70259
3200104958	3	2	150.3978635	50.55501412	80967
3200120234	2	1	0.592953459	23.72514874	253
3200126118	0	1	27.0334417	0	45134
3200128300	2	2	0.804715215	0	1443
3200132234	2	1	711.8493308	16318.28666	669798
3200178434	2	1	140.0929217	102.5848257	35070
3200253642	1	2	0.051385385	0.03999948	36
3200257634	2	1	2.666910424	3.156513155	2028
3200257784	0	2	9.050490682	0	6819
3200260092	3	1	10.6451411	16.85779817	7993
3200260150	4	1	0.655425526	0	719
3200262434	2	1	17.13576792	36.54018192	7031
3200265158	3	2	65.55020456	295.6824388	30614
3200274758	3	2	72.7067818	32.58800983	26186
3200277584	0	2	11.15323658	11.9853137	4311
3200281358	3	2	7.60907532	18.18271315	4653
3200285176	1	1	55.80514818	189.1405126	27071
3200287358	3	2	135.2157994	129.642163	212776
3200289158	3	2	2.026138978	0	591
3200309292	3	1	0.854347847	2.299389535	539
3200346434	2	1	10.01632612	0	2391
3200349376	1	1	10.43965463	6.13849926	10221
3200361918	0	1	0.001407759	0.001751437	3
3216455100	3	1	0.381102618	0	126
3252206414	0	1	25.94224798	68.65585236	6670
3267270456	4	2	0.868502413	0	271
3464898440	4	2	29.49892362	35.61436103	249151
3648769700	2	2	19.5391486	17.9939965	3015
3712394738	2	1	39.82351593	152.5841485	11833
3713423254	4	1	2.334506177	0	750
3725103030	0	1	0.061345015	0.046511107	993
3730497548	2	2	42.75733172	0	5659
3748820350	3	2	19.74204246	0	15788
3760733492	3	1	1.570200898	0	711
3780691560	4	2	4.157011377	3.305946885	1901
3783120830	4	1	56.38827066	0	76089
3788315974	3	2	0.464581154	0	456
3877380028	3	1	6.03466277	1.086776385	7214
3878388778	1	2	2.46240071	0	702
3912250208	0	2	0.266020628	0.493963807	639
3945522360	0	2	18.4628842	51.22494688	4888
4005472064	0	2	7.967800499	0	6927
4018671504	4	2	198.6036729	0	42808
4039104550	0	1	684.9512801	643.699288	1272930
4048475520	4	2	23.1114913	18.28295275	13499
4050784016	1	1	19.02530342	0	31948
4059266062	4	1	2.830410199	0	335
4059362212	2	2	12.56822168	75.49102957	5344
4062609282	2	1	3.393949055	0	1177
4081183368	1	1	11.74291206	9.541674062	19107
4091085822	3	2	1.597926659	2.009194962	3531
4130167930	1	2	0.208183572	0	300
4151369532	2	2	0.64981721	3.217537385	332
4157063804	2	2	0.373764925	0	169
4171167212	2	2	42.25590112	83.76806127	11457
4191388690	2	1	1.047076076	0	2326
4207459242	1	2	5.272145729	395.803762	570
4220497166	3	2	47.57936543	83.84618873	23862
1615113360	3	2	2.01394801	0	444
1648523730	1	1	2.824511506	0	532
1737599624	4	1	2.684850102	0	940
1771052280	0	1	1.560085088	23.45086553	676
1776972132	2	1	1.089623456	0	268
1779923276	1	2	1.767251934	6.280914723	722
1820713100	1	2	3.474632588	65.15745974	1235
1861677098	4	2	0.663529053	0	123
1862031698	4	2	22.47462465	73.08917375	4098
1868829530	1	1	2.531537757	0	723
1876279474	0	2	2.085731283	17.05395247	457
1902198998	3	1	2.98571768	2.873013911	299
1903819148	1	2	2.362929038	13.84420593	1010
1924833086	2	2	2.915263221	0	960
1949180044	1	2	4.295474115	0	1956
1952271094	3	1	1.633244263	0	497
1970718962	4	2	1.563359235	0	546
2289005296	3	2	0.666094291	0	223
2315312996	1	2	2.157458402	0	546
2320167408	0	1	1.414997693	0	341
2415201588	1	2	2.110018434	0	716
2480802344	3	2	0.932005653	0	379
2528546846	2	2	16.64666472	19.38881025	10438
2529358162	4	2	1.334264109	0	355
2545390924	2	1	7.587627363	0	5004
2545392182	3	1	28.07253119	0	15255
2569176470	2	2	0.854828739	0	426
2575539200	3	2	2.589378624	0	734
2587324014	2	2	2.892972273	48.94554822	870
2671489648	4	1	25.99482422	33.61220932	11703
2680487462	3	1	1.200560487	0	538
2688543160	0	1	0.790254864	0	1095
2730392158	3	1	0.874611583	0	459
2884354726	2	2	1.753615949	14.44233858	645
2977213258	1	1	26.1170872	101.6302728	26715
2986773654	2	2	0.784774511	0	389
2988902904	4	1	2.150500602	13.07248165	634
3017823624	0	1	0.084271559	2.292346913	68
3038350608	3	2	1.504199169	0.880289642	126
3038395226	1	1	1.433840416	0	712
3038441692	1	2	165.7854055	228.8230273	56669
3038469466	4	2	0.132796598	0	146
3038508350	2	2	281.756816	122.0814834	81251
3038961200	4	1	1.556909157	0	439
3038977284	2	1	167.1979676	929.530246	61859
3039009834	0	2	4.151375697	0	978
3039767944	3	2	0.969415158	0	150
3040706620	2	1	0.235056047	0	98
3041150020	2	1	1.577067547	0	21520
3041660228	1	2	23.20007828	0	10566
3115417932	2	1	1.118214986	0	342
3128281928	3	2	0.01354018	0.002016096	25
3168933564	2	1	82.39374707	106.7962968	41352
3179972186	0	2	12.00769381	0	5717
3185347838	2	2	9.777640181	0	22711
3195426702	3	1	29.33690472	31.5951003	15534
3200008124	1	2	35.99945658	0	15346
3200028374	3	1	0.599422895	0	234
3200031258	1	1	54.77500105	799.9783674	291990
3200033116	2	1	8.906689867	7.642169159	6776
3200056666	0	2	55.26246151	98.62783457	28834
3200067040	3	2	7.309929774	15.23994458	6570
3200070200	0	1	128.3910697	58.46567867	44449
3200071182	2	2	2.286598863	4.071270349	1063
3200076374	3	1	24.04551896	0	66106
3200100098	4	2	70.21015568	101.6671271	29208
3200104632	4	1	0.85678393	0	200
3200120866	0	2	0.011117622	0.009017137	19
3200144498	4	2	29.74031379	18.50759008	43622
3200148374	3	1	46.35814651	31.55636856	15765
3200148698	4	2	0.381650891	0	710
3200152066	0	2	74.81656915	65.09335872	34413
3200153324	1	2	8.261033967	9.256467619	2754
3200157698	4	2	11.00828638	0	3361
3200164632	4	1	55.46517519	11.917486	8784
3200171000	0	1	1.480030186	2.23600684	10235
3200176032	4	1	1177.034518	3182.234511	418825
3200180232	4	1	1.500386263	0	7554
3200183866	0	2	0.187462214	0.241423635	219
3200191298	4	2	0.485247689	0.495980036	935
3200252716	2	1	36.72976733	123.3148316	47202
3200257574	3	1	13.19815443	0	16641
3200257632	4	1	0.737865896	2.157567073	685
3200257782	2	2	0.852699199	0	579
3200257840	3	2	17.60079536	38.79621412	10567
3200258774	3	1	101.5665837	1.286631527	91064
3200258982	2	2	1.086941999	1.932421319	722
3200265258	1	1	25.60722844	44.28885703	34383
3200277698	4	2	3.922964185	55.06255931	2687
3200278516	2	1	7.588745736	0	6253
3200281632	4	1	173.8682301	0	71985
3200286916	2	1	4.9217585	10.08481499	6924
3200286974	3	1	3.049570972	0	931
3200290124	1	2	3.706918095	4.502202439	2254
3200294266	0	2	0.022848708	0.023134157	326
3200302458	1	1	1.540188711	0	1264
3200306774	3	1	21.36466135	147.1941077	10712
3200313640	3	2	2.135845618	2.771602877	1465
3200333832	4	1	9.278447916	14.43341829	15777
3200348000	0	1	0.074495174	0	11
3200366174	3	1	1.872541736	0	1835
3384932234	1	1	0.12348513	0	490
3465803456	4	1	6.936246194	7.626599489	79306
3467615882	1	1	1.845799384	0	1066
3484765626	1	1	50.49941284	0	31023
3627736178	1	1	0.484109382	0.127376014	306
3627953378	1	1	45.58592615	0	18982
3648769466	0	2	9.759177528	61.24474095	8329
3727493172	1	2	13.77374041	0	5605
3781906796	2	1	23.45377415	186.9026864	42807
3788315740	1	2	20.79754741	45.32696018	11211
3788316248	4	1	9.229354965	0	18044
3789204340	1	2	53.23360271	213.9191916	25274
3878388660	1	2	4.735754095	1.677308586	4729
3878389052	2	1	4.319948237	2.063819712	5677
3916345192	4	1	28.14282152	18.67250324	8572
3939815898	1	1	6.902811414	24.12200095	13212
4004104584	3	2	0.170090195	0	267
4026586006	2	2	57.99123968	54.98777344	190521
4053445822	2	2	2.532702717	1.421197803	1049
4130813320	4	1	0.094338988	0	80
4156925028	1	2	9.467348811	36.48445531	2917
4192390050	1	1	50.86261229	23.44587331	94995
4209070840	3	2	0.535388903	0.774887522	326
4234823990	3	1	33.64082321	0	10153
820740034	3	2	1.906851609	7.148448921	813
1500037332	0	2	1.994589963	0	851
1600304060	0	2	1.52250258	0	779
1600686492	4	2	2.180304604	0	652
1751432740	1	1	2.067240739	11.59857863	696
1766390350	1	2	2.537677188	0	886
1821636890	4	1	6.334425357	8.763325835	1582
1863615464	2	2	1.792105472	0	905
1864845876	1	1	1.380864627	10.40706935	588
1898609094	1	2	1.563259849	0	806
1900663364	1	1	1.655698788	51.96897575	442
1905040224	2	2	0.806837322	9.802609922	429
1923102452	0	2	1.539873058	8.729017923	652
1938653568	3	1	533.8821443	718.8870797	686306
2189060926	2	1	0.551658457	0	338
2252957682	4	1	1.967658423	4.555622445	580
2285456642	3	2	1.263239503	0	479
2353697824	2	2	1.774574156	0	611
2409936450	3	2	8.702087019	1.15101441	3626
2414114928	2	2	0.941858419	0	337
2434572690	0	1	1.293819601	0	255
2442898828	0	2	0.311114008	0	24
2445737530	4	1	4.025818699	0	1042
2525181444	4	2	12.44516153	29.5431219	2345
2544705330	3	2	23.08210312	6.827317588	10712
2545391130	3	2	25.97920375	0	10411
2545395722	4	1	12.49018032	6.337266303	9363
2562225932	4	2	2.187419507	0	728
2569121152	2	2	9.805061461	0	2379
2583393146	4	1	7.894661637	56.23745534	4150
2635713650	3	2	10.60210389	21.36195792	22385
2663516492	0	2	2.861633155	0	774
2678397868	4	2	11.13043396	19.95313497	7742
2679680228	1	1	0.987702384	0	510
2679885970	0	1	23.24572576	65.36615268	90216
2683731172	0	2	1.374141038	15.91523712	438
2705142252	0	2	1.527436907	0	340
2712064162	3	2	54.66533871	14.76216493	81289
2727453898	4	1	0.723187206	0	317
2731783576	3	1	12.69273205	15.8405851	12473
2740399940	0	2	1.756546689	0	2438
2771490608	2	2	208.4778018	947.4161973	70612
2787162750	2	1	0.094685923	0.016048382	24
2813942882	4	1	33.0640368	0	6825
2822157188	0	2	8.303496423	53.26065027	1506
2831428060	0	2	0.81648226	0	273
2882346814	1	2	0.907947279	0	363
2896588958	1	2	2.368709984	11.35088328	512
2937486724	0	2	9.499972464	0	5897
2938413632	3	1	28.40551507	55.70168437	40027
2965830340	0	2	0.447616585	0	119
2974505044	4	2	41.23285607	0	40920
2982883334	2	1	3.570342848	11.97237931	1916
3033835896	2	2	0.027666066	0	27
3038135482	4	1	7.040321671	88.78373781	2902
3038397024	3	1	2.156177779	0	440
3038500374	1	2	4.791655841	6.038158672	4606
3038715624	3	1	14.97661221	0	6949
3038716766	2	1	10.60845892	0	2980
3038721566	2	1	1.160211535	0	419
3038739024	3	1	75.15719135	251.2438757	33077
3038747148	4	2	190.4954128	476.7471055	74884
3038809708	1	1	2.202751388	0	732
3038851432	2	2	0.68293221	0	472
3038962490	3	2	1.254974457	0	435
3038977282	4	1	300.139787	363.4737696	123042
3039010282	4	1	12.26005185	2.658316199	3888
3039726252	0	2	26.6957562	27.13671733	5345
3039962284	4	2	1.017183514	0	285
3041671626	3	2	0.843154841	90.36226341	253
3041677302	2	1	0.157806372	0	449
3099617252	4	2	1.018050469	0	426
3200006380	4	2	0.411272501	0.406993824	451
3200035664	2	2	12.63294803	21.3670494	4505
3200040580	4	2	2.720410994	2.116677566	3108
3200049256	3	1	133.7178558	367.9926877	24395
3200052798	2	1	3.699309854	3.584719499	5759
3200074180	4	2	2.562715708	3.59638298	1792
3200074456	3	1	80.14494423	119.4459876	17331
3200083606	1	2	35.4109874	124.1610688	45728
3200106522	3	2	136.4620132	348.1326568	72811
3200106580	4	2	0.430388615	0	249
3200116780	4	2	36.66260671	59.20052168	2991
3200119780	4	2	8.241618471	0	817
3200122664	2	2	0.112070262	0	9
3200137780	4	2	16.83918766	15.3851107	161613
3200142348	0	2	2.948043093	0.53428458	8447
3200150714	4	1	65.43158938	101.9895303	70469
3200153748	0	2	1.605852948	0.950040749	2297
3200154140	1	1	4.342876859	9.28538236	7450
3200160082	0	1	2.177243171	4.208765832	697
3200161940	1	1	1.763224822	0	1030
3200178914	4	1	0.110907627	0	260
3200195322	3	2	38.43411868	20.00880441	21160
3200250856	3	1	0.349323011	0.286476245	899
3200254122	3	2	0.127438824	0.1114025	132
3200257722	3	2	1.265827414	0	1262
3200257780	4	2	0.463440479	5.322660804	641
3200257940	1	1	0.506275917	0	809
3200257998	2	1	6.674558171	54.3815254	2868
3200259140	1	1	3.835534755	215.2858908	1517
3200259798	2	1	0.649331777	0	615
3200259856	3	1	1.579599758	1.824060316	1797
3200266882	0	1	0.329477732	0.357975632	265
3200267656	3	1	8.023201643	1.263440175	3399
3200271140	1	1	2.461999119	7.230248022	564
3200276656	3	1	0.161464303	0.151918446	631
3200281282	0	1	10.16250733	19.41403754	2752
3200281514	4	1	18.25748968	6.919035653	8740
3200287398	2	1	0.782745773	0	432
3200294540	1	1	0.067297388	0.060050753	185
3200294980	4	2	167.0816478	109.0669146	283098
3200301256	3	1	4.52602221	3.46960449	2670
3200302548	0	2	3.453581524	3.991989098	4062
3200309806	1	2	1.942427645	0	2095
3200327980	4	2	12.79837614	0	10832
3200333148	0	2	19.43456536	0	9299
3200337314	4	1	32.57589417	46.93753723	7353
3200340740	1	1	49.23293698	39.86089868	55715
3200366264	2	2	0.166584981	0	83
3316981818	0	1	0.008776166	0	27
3493899188	0	2	3.249378649	0	2109
3493901046	1	2	144.8125046	0	58424
3571309286	2	1	1.102799765	0	338
3589776412	4	2	55.74330651	334.063547	17432
3613892026	4	1	21.23387701	36.48108105	2498
3628092900	4	2	25.6690095	129.0274111	6445
3628585984	2	2	14.21385732	0	3834
3709311348	4	2	12.70638926	17.2150268	7280
3711457568	2	2	13.01787384	8.951605812	6493
3719720556	4	2	13.94751255	35.63457162	4188
3766583276	1	1	2.563677334	0	663
3771214536	2	2	42.33738055	0	6552
3771234728	3	1	18.99186474	0	2472
3870647864	2	2	6.40879152	8.26504519	819
3871819664	2	2	39.89197998	0	10320
3875733542	1	2	1.82145362	0	3093
3888779266	3	2	17.49589304	124.8184296	12571
3891363742	2	1	74.31260964	66.39357888	14513
3894041828	0	2	293.1760962	295.5317567	159542
3898992956	1	1	26.3863134	74.429693	1869
3901839700	0	2	465.6521679	533.0446979	47366
4004104684	1	1	11.4376646	14.99713927	16769
4017297408	3	1	91.09537347	138.6650237	13296
4037344412	4	2	1.7853287	6.202351131	498
4049416046	1	2	2.024400553	1.27120138	13223
4053445820	4	2	24.41166411	22.64192066	15262
4054813182	1	2	8.960151586	12.3652905	5000
4130449694	1	2	1.007040591	0	861
4144673494	2	1	4.637848763	0	1015
4217272728	3	1	2.874993813	0	2706
1417180340	3	2	3.173964786	0	380
1495636078	0	2	3.517823384	0	950
1597654980	3	2	1.827001759	13.51655306	812
1597758238	4	2	1.670260199	30.84050023	460
1832647122	3	1	1.142565086	19.60804434	433
1860942622	1	1	0.459123465	0	225
1898639852	0	1	2.605195913	0	843
1915480596	0	1	0.64154583	0	179
1923833468	0	1	2.264169738	0	940
1926083042	3	1	2.879144958	5.811956365	939
1950985866	2	2	2.617147682	0	541
1969725552	1	2	0.915693269	0	408
1970917152	1	2	2.331804375	0	782
2140759578	2	2	2.837592495	53.23264879	1295
2160404858	2	2	2.029964145	0	793
2207109952	2	1	1.169252135	15.28165716	279
2211010204	4	1	2.141448796	0	525
2256308056	1	2	2.676375274	7.908095426	547
2267543256	2	1	2.484319113	7.636492262	581
2314459100	0	1	0.96310006	0	495
2323915038	0	2	2.265828289	0	474
2324395232	1	2	1.237746084	0	345
2336526154	3	1	1.267029138	0	463
2337528498	2	2	23.48550723	0	35826
2364281790	1	1	2.908269389	0	1090
2397978350	0	2	1.44766996	0	449
2398648516	4	1	3.66741773	9.92978066	65602
2415152002	3	1	5.436812901	0	1861
2429487102	0	2	0.873036738	0	341
2432187238	0	2	2.865491204	6.315403437	501
2464987040	2	1	1.064448846	0	326
2474851428	4	1	2.994898682	7.452268554	1063
2499140070	1	1	2.0375889	0	1072
2545377154	2	2	51.90592719	2.711187897	27578
2546776838	0	2	0.846829477	0	423
2564227840	1	2	1.105854965	0	247
2573236362	3	1	3.741029092	0	1240
2582959958	4	2	17.49532134	45.11966995	4780
2587332178	2	2	1.309120269	0	1438
2591788848	2	1	11.62642612	55.63488636	15068
2594879792	1	2	1.115582345	45.4102855	593
2602459772	4	1	22.43869921	84.42152925	14107
2604239798	1	1	0.940231989	0.251622872	888
2604745056	2	1	1.140596505	0	274
2631688814	1	1	1.081390503	0	332
2646778874	3	1	1.21085508	0	995
2667993618	3	1	0.683750908	9.481935584	304
2669986678	4	2	1.02141846	0	266
2693555692	4	1	4.259228696	0	978
2731902858	3	1	8.712031997	6512.581046	2050
2736745086	0	2	6.771024394	0	8174
2742479988	4	1	1.112243049	0	612
2750056552	1	2	0.016243957	0	2
2818602926	1	1	0.02037782	0	21
2818608984	2	1	0.941936404	0	1656
2846725200	2	1	4.66046347	6.705492938	2814
2851644054	4	2	34.00787916	103.63307	9184
2852875738	2	2	10.28615553	118.8699683	9377
2930319242	3	1	0.608276163	0	45
2954867524	3	2	2.860499616	6.566867381	569
2968393558	0	2	1.196794791	23.53610041	420
2992987696	1	2	1.10011261	0	303
3000220160	2	1	34.67103662	0	17003
3003958678	4	2	0.075560751	0	258
3005050896	2	1	3.87574037	0	673
3020809162	3	1	87.69764977	278.7424124	42735
3022548248	1	2	1.172087871	0	238
3037302448	2	1	28.3411776	13.26616349	31026
3037726648	2	1	1.879149786	5.055909607	732
3038352390	1	1	0.379368172	0	56
3038375132	0	1	0.472397667	0	398
3038378572	3	2	0.824003396	0.099585887	191
3038508990	1	1	1.068067155	0	344
3038677430	4	2	68.5627109	1331.996033	5669
3038725532	0	1	134.5623319	5197.656447	18419
3039009772	3	2	1.333645159	0	649
3039013590	1	1	166.0470335	372.0841326	74975
3039017306	3	1	0.50319167	32.86918547	178
3041472366	4	2	36.03087189	254.7865915	15799
3041684534	0	2	48.19969384	2.278913904	64163
3041848842	3	1	22.82300591	91.66696765	19399
3041856468	0	1	0.09305099	0.077106719	17
3084853726	4	2	1.74595323	0	727
3092725862	4	2	5.438518759	0	6828
3200004622	1	1	0.353870242	1.140338812	542
3200016796	4	1	0.008314766	0.014776563	62
3200029662	4	2	0.291645994	0	67
3200031946	2	2	32.4442948	8.536156155	11560
3200051964	0	1	0.439573178	5.90728499	3511
3200055462	4	2	40.63478787	6.137699417	16054
3200069364	0	1	5.47E-04	0	3
3200071164	0	1	2.800419257	6.634737408	1508
3200074164	0	1	4.755936151	4.78668456	2086
3200092938	3	1	6.794372223	6.805706438	5968
3200127796	4	1	1.419617954	19.0993582	3336
3200130022	1	1	15.54281421	7.174537257	6239
3200130462	4	2	13.10510914	0	5111
3200151738	3	1	0.667656715	0.658471115	908
3200159964	0	1	11.04179873	0	15484
3200167938	3	1	5.464983612	0	2902
3200193196	4	1	2.868094366	3.002141878	3233
3200195146	2	2	34.05867874	53.36593776	16598
3200250888	1	2	2.180234296	0	901
3200259564	0	1	29.14623544	0	13798
3200259796	4	1	1.007060844	7.529197171	1061
3200260396	4	1	3.358592115	6.911303921	2596
3200265022	1	1	33.56287606	34.36122746	28830
3200275996	4	1	273.6591786	415.5735735	84519
3200276538	3	1	9.98420576	50.55552185	10616
3200277830	0	2	377.8470177	510.4347908	140219
3200281662	4	2	1.298952807	8.754387694	1153
3200286946	2	2	36.40958196	0	1497
3200290880	2	1	3.267976288	2.198402829	2999
3200301138	3	1	9.064437491	5.342302744	31213
3200304564	0	1	0.548672828	0	231
3200309746	2	2	14.71452557	7.272652906	13393
3200309804	3	2	3.407424179	5.286712506	2973
3200311546	2	2	30.36324774	21.25486205	72357
3200322196	4	1	1.225435527	0.391838445	17182
3200325796	4	1	1.650511115	0	2638
3200333146	2	2	12.75675862	0	9844
3200338938	3	1	16.93422014	74.10135346	5710
3200346138	3	1	0.121944087	0	68
3200366262	4	2	0.282405573	0	171
3212716494	1	1	1.180495511	0	662
3225878826	2	2	6.418653789	4.438996969	4705
3323432102	0	2	1.887919966	6.946302338	924
3384957038	4	2	0.571087319	1.467192452	1464
3463992570	2	2	20.31369646	24.20078012	218436
3589778370	3	1	85.71802927	0	61334
3609575198	1	1	1.561857177	0	767
3649363196	4	1	0.919512793	0	386
3708284306	3	1	33.57818614	44.84979922	10842
3712371366	4	2	16.67890644	9.950500648	2372
3727288476	0	1	0.375267855	0.414320113	3389
3748795188	4	1	155.7649185	107.7372353	99408
3767609352	2	1	0.550077036	0.709508813	228
3778279090	2	2	129.3647248	304.8634955	36613
3788315838	1	1	1.307429915	0	2263
3788316104	1	2	1.198260713	0	281
3792850014	4	2	4.091710127	0	4931
3794577976	1	2	1251.166013	7967.488814	257943
3802390712	1	2	4.273251408	6.917501995	1679
3846868272	1	2	33.31925307	90.20934935	9431
3851708182	4	2	14.25429387	0	2581
3857701956	0	1	116.3054314	66.72215778	22588
3874350230	0	2	425.6566417	348.3826764	48877
3874930900	0	1	47.19089759	14.46545359	16692
3901839640	1	2	14.30079124	15.03895712	23213
3909589492	3	2	0.613811571	1.321151676	749
3917760022	4	2	208.5056335	188.6215336	106874
3945522572	4	1	7.466360776	5.829331226	8573
4038661894	4	2	0.848709333	1.117263264	132
4040004636	3	2	26.51385058	0	5989
4048093068	0	1	4.378360269	5.328352755	3444
4093291610	2	2	2.226309987	2.137385073	1315
4175630244	4	1	39.34024548	12.59814592	24742
4191272860	3	2	4.623715727	20.90275459	2883
4197880666	3	1	28.86542947	31.73981811	16146
4199021692	0	1	10.8195387	0	20206
4220572146	3	1	3.399287173	0	17127
4239298782	0	2	3.616930178	55.63102078	1964
819633074	2	1	2.695903247	0	772
1426014236	2	2	1.782723748	5.195487304	962
1726721748	2	2	1.893632529	0	405
1755853222	3	2	1.827480138	7.84255002	695
1779058056	1	1	1.951312144	0	673
1787269366	4	1	1.453926703	37.05609632	486
1790242328	1	1	2.248597632	0	550
1822083422	0	1	3.286075306	60.14632516	1390
1823694882	1	2	2.511384102	0	711
1834668670	3	2	2.964944656	0	514
1861091686	3	2	3.931396708	10.50283653	1088
1871636750	4	1	5.712750348	24.27341311	2477
1906972646	3	2	2.562139361	0	787
1915826518	3	2	1.017637682	14.11921206	504
1929490126	3	2	1.382563682	27.55685718	707
1938568616	1	1	18.5666093	0	7434
1940129792	4	2	0.292857351	0.004208158	268
2169289096	0	2	1.440158253	16.00431781	821
2211715894	3	2	0.997014463	1.966309462	1274
2226789638	3	2	1.11550621	0	285
2230000398	0	1	23.68214687	40.71992555	17617
2268691538	2	1	44.25027164	64.76040418	15194
2286970482	2	1	3.892130204	0	1731
2300162872	4	2	1.935859233	0	706
2385632398	3	2	0.7253786	10.48358469	360
2428163500	2	2	13.2589606	0	6240
2436409190	0	1	23.60159694	145.6102297	11608
2442870842	2	1	1.881678593	0	465
2462028510	3	2	0.795572638	0	228
2508431432	0	2	0.036338395	0	51
2529592142	4	1	3.924924974	4.380112548	1551
2545379770	2	1	3.23130686	0	1485
2552003558	4	1	8.018495488	36.81067098	7653
2556151624	4	2	1.337670457	0	435
2556191708	2	2	0.929512228	0	248
2558398586	1	2	1.604430871	0	1913
2565764966	4	1	1.219536551	0	419
2573354052	2	2	1.136940334	7.072451948	305
2580088182	3	2	0.821282996	0	466
2587494776	4	2	3.253547567	0	1531
2591708112	4	2	11.86699762	193.7568484	36706
2682747594	1	2	3.324547502	1.25684501	1699
2691480058	2	1	65.34384759	121.8778597	63448
2701646788	3	1	2.072336949	34.27917472	570
2715759022	0	1	11.95584216	0	4521
2750938884	3	1	25.04368873	0	33366
2803639116	3	1	0.582371	0	192
2807831394	2	1	0.215713612	0.229673675	24
2842991006	3	2	2.465834208	0	515
2842992482	2	1	2.5111897	0	1188
2877288616	4	2	0.686149778	0	345
2887061422	4	1	1.244434263	0	593
2894618128	0	2	45.33867428	37.05482205	8533
2915006440	4	2	2.198663878	0	850
2917140640	4	2	2.349918779	0	753
2929810382	4	1	1.137904315	0	284
2931561608	1	1	15.8181748	0	40861
3000008358	4	1	0.673000783	0.144715713	121
3001843526	0	1	36.96335613	33.14196204	63181
3023582206	0	1	150.9374748	433.0273142	399707
3038137680	0	2	1.088884623	10.78550174	447
3038382988	3	1	7.65962342	0	974
3038468396	2	2	0.050094875	0	43
3038583480	0	2	8.729613279	5.177925902	10291
3038615454	3	2	1.420251831	1.902265505	641
3038751872	1	1	9.898927279	9.101301853	6008
3038818138	1	2	61.90887898	974.0471266	22427
3041492866	2	1	28.75296935	43.29069554	15815
3041677182	4	1	66.84429486	168.264324	157536
3041700616	0	2	17.85074792	0	37445
3041836608	1	1	1.351440881	0	775
3041851816	0	2	4.769573319	0	1927
3200027144	4	2	0.012474928	0.012430112	53
3200035820	3	1	7.623559688	0	893
3200041220	3	1	10.16981604	0	5948
3200065428	2	2	2.440928444	0	211
3200071162	2	1	2.433328379	14.15534301	1180
3200100562	2	1	31.7942606	0	69790
3200107428	2	2	111.6479834	15.81837705	27671
3200137370	1	2	0.684420233	1.043106301	1953
3200137820	3	1	37.2760297	43.64188661	48887
3200143878	4	1	0.73971018	1.244007647	3654
3200144028	2	2	1.219068346	1.030464066	5577
3200148678	4	1	0.187624297	0	1145
3200153362	2	1	6.772685596	11.39631489	2367
3200153570	1	2	2.617916453	0	545
3200158046	0	1	1.430871181	0	417
3200176762	2	1	150.5580645	143.553849	49449
3200177512	0	2	1.841787344	0	668
3200250620	3	1	0.844050303	0.962282008	814
3200252144	4	2	14.79938128	41.78975611	14550
3200254312	0	2	1.785379252	1.230061153	6492
3200259344	4	2	16.15859761	407.7524535	2941
3200260762	2	1	0.390265873	0	330
3200268286	3	2	41.47422225	33.58002898	6053
3200268620	3	1	0.179600476	0	65
3200269544	4	2	10.75191956	44.50872739	3210
3200269646	0	1	43.95515507	56.23799169	15236
3200278878	4	1	6.229192848	7.768827292	13829
3200288846	0	1	3.059018737	2.211708131	4418
3200288904	1	1	39.99466845	53.14645074	14825
3200301678	4	1	3.052102734	15.93144166	692
3200308220	3	1	0.30729965	0	248
3200314046	0	1	30.90128849	25.30010674	12852
3200324420	3	1	8.222024242	2.279634949	3337
3200329370	1	2	23.36672182	7.703815544	47470
3200331828	2	2	0.749407204	0	1976
3200343504	1	1	1.351748175	0	659
3200349678	4	1	1.424630099	1.206243283	1548
3462176232	4	2	9.771196611	17.29399564	121174
3464898128	1	1	61.1477334	45.25089521	517556
3493899184	4	2	3.341227427	0	3066
3580536988	2	2	7.005342587	12.59855932	66322
3589730576	4	2	1.728340106	7.763288936	541
3594957138	1	2	1.417839315	0	255
3613891940	2	2	12.20907086	0	3678
3649914570	1	2	20.14121285	0	7886
3729416810	2	1	1.559483589	0	287
3730497410	2	1	7.013409172	0	4231
3731573810	2	1	0.159370861	0	105
3749966290	2	1	3.306859989	0	2569
3770044416	4	2	1.857347786	0	971
3791634780	2	2	18.57811522	22.87462694	24884
3853415360	1	1	57.88705903	138.5658021	8108
3875733582	0	1	11.68272649	15.3555275	24398
3875804982	0	1	1.641821922	0	3729
3877671814	4	1	23.78786646	20.61637593	36736
3945522454	4	1	4.302172952	0	2075
4011697444	2	2	15.37416594	30.55475632	18378
4014710722	1	2	0.812499086	8.178522521	259
4018646166	4	1	128.1964276	42.70349462	79133
4123473586	1	2	22.74974943	15.00634791	3885
4163525584	4	2	29.4139977	298.6441096	11615
4185688798	4	1	2.147498397	3.901038404	3899
4217272584	0	2	27.71624874	16.77491804	7042
4238181638	3	2	25.66404785	119.8354115	10855
650597588	2	1	1.574676563	0	342
701977220	2	1	7701.95903	5549.921401	4044345
986191054	2	2	2.737651948	6.715061511	504
1458942470	2	2	1.255490596	4.648107087	319
1496293234	1	1	2.485224323	6.884868312	1008
1524916426	4	2	2.78355656	18.23544081	902
